dataset_row,title,source_row,paragraph_id,sentence_start_id,sentence_end_id,sentence_count,word_count,char_count,topic,document,sentence
6696,Mercedes Benz Introducing; The All New Mercedes Benz C Class (2160p 24fps AV1 128kbit AAC),112,5,5,5,1,17,109,0,"The designers have embraced the very latest in technology, giving you enhanced levels of comfort and control.","The designers have embraced the very latest in technology, giving you enhanced levels of comfort and control."
6697,Mercedes Benz Introducing; The All New Mercedes Benz C Class (2160p 24fps AV1 128kbit AAC),112,6,6,7,2,15,90,0,"An interior designed to stimulate your senses. A place to recharge, to create, to imagine.","An interior designed to stimulate your senses. A place to recharge, to create, to imagine."
6698,Mercedes Benz Introducing; The All New Mercedes Benz C Class (2160p 24fps AV1 128kbit AAC),112,7,8,9,2,21,136,0,"When it's time to get moving, the C-Class comes alive. You'll appreciate its high performance and the way it's accomplished efficiently.","When it's time to get moving, the C-Class comes alive. You'll appreciate its high performance and the way it's accomplished efficiently."
6699,Mercedes Benz Introducing; The All New Mercedes Benz C Class (2160p 24fps AV1 128kbit AAC),112,8,10,11,2,19,123,0,"Everywhere you drive, enhanced safety features help ensure you arrive safely. Quality of life is finding time for yourself.","Everywhere you drive, enhanced safety features help ensure you arrive safely. Quality of life is finding time for yourself."
6700,Mercedes Benz Introducing; The All New Mercedes Benz C Class (2160p 24fps AV1 128kbit AAC),112,9,12,13,2,19,117,0,"to be well-rounded, inquisitive, thoughtful. The essence of interior design is how you feel when you inhabit a space.","to be well-rounded, inquisitive, thoughtful. The essence of interior design is how you feel when you inhabit a space."
6701,Mercedes Benz Introducing; The All New Mercedes Benz C Class (2160p 24fps AV1 128kbit AAC),112,10,14,15,2,24,147,0,"When you approach the C-Class, you're drawn into the car. Once inside, everything feels right, as if somehow custom-designed with just you in mind.","When you approach the C-Class, you're drawn into the car. Once inside, everything feels right, as if somehow custom-designed with just you in mind."
6702,Mercedes Benz Introducing; The All New Mercedes Benz C Class (2160p 24fps AV1 128kbit AAC),112,11,16,16,1,14,83,0,Two onboard screens keep you connected to the C-Class with a wealth of information.,Two onboard screens keep you connected to the C-Class with a wealth of information.
6703,Mercedes Benz Introducing; The All New Mercedes Benz C Class (2160p 24fps AV1 128kbit AAC),112,12,17,17,1,18,108,0,"In the driver display, the car's gauges are familiar and intuitive and include a host of important features.","In the driver display, the car's gauges are familiar and intuitive and include a host of important features."
6704,Mercedes Benz Introducing; The All New Mercedes Benz C Class (2160p 24fps AV1 128kbit AAC),112,13,18,19,2,22,161,0,The infotainment center is your personal control tower. The vertically mounted center screen has excellent visibility and the controls are thoughtfully designed.,The infotainment center is your personal control tower. The vertically mounted center screen has excellent visibility and the controls are thoughtfully designed.
6705,Mercedes Benz Introducing; The All New Mercedes Benz C Class (2160p 24fps AV1 128kbit AAC),112,14,20,20,1,19,138,0,Perhaps the coolest feature of the new C-Class is the integrated Mercedes-Benz user experience with its voice-activated digital assistant.,Perhaps the coolest feature of the new C-Class is the integrated Mercedes-Benz user experience with its voice-activated digital assistant.
6706,Mercedes Benz Introducing; The All New Mercedes Benz C Class (2160p 24fps AV1 128kbit AAC),112,15,21,21,1,21,121,0,"While on the road, the innovative Dynamic Select system allows you to choose the perfect driving mode to suit your needs.","While on the road, the innovative Dynamic Select system allows you to choose the perfect driving mode to suit your needs."
6707,Mercedes Benz Introducing; The All New Mercedes Benz C Class (2160p 24fps AV1 128kbit AAC),112,16,22,22,1,13,86,0,You can be confident you're being energy efficient with the Eco Stop-Start technology.,You can be confident you're being energy efficient with the Eco Stop-Start technology.
6708,Mercedes Benz Introducing; The All New Mercedes Benz C Class (2160p 24fps AV1 128kbit AAC),112,17,23,23,1,13,84,0,"Utilizing the innovative 360 exterior camera system, parking is now simple and safe.","Utilizing the innovative 360 exterior camera system, parking is now simple and safe."
6709,Mercedes Benz Introducing; The All New Mercedes Benz C Class (2160p 24fps AV1 128kbit AAC),112,18,24,24,1,19,107,0,One of the great joys of interior design is finding the perfect piece to enhance someone's quality of life.,One of the great joys of interior design is finding the perfect piece to enhance someone's quality of life.
6710,Mercedes Benz Introducing; The All New Mercedes Benz C Class (2160p 24fps AV1 128kbit AAC),112,19,25,27,3,13,80,0,"Hey Mercedes, text James. Please dictate your text. I have the Thomas's artwork.","Hey Mercedes, text James. Please dictate your text. I have the Thomas's artwork."
6711,Mercedes Benz Introducing; The All New Mercedes Benz C Class (2160p 24fps AV1 128kbit AAC),112,20,28,29,2,26,153,0,"Meet me at the house in 15 minutes. The live traffic feature keeps you informed of potential delays, always steering you in the most efficient direction.","Meet me at the house in 15 minutes. The live traffic feature keeps you informed of potential delays, always steering you in the most efficient direction."
6712,Mercedes Benz Introducing; The All New Mercedes Benz C Class (2160p 24fps AV1 128kbit AAC),112,21,30,32,3,33,189,0,"It really is. It's a great place. When it's time to unwind, listening to your favorite music on the Burmaster 3D Surround Sound System takes your driving experience to an even higher level.","It really is. It's a great place. When it's time to unwind, listening to your favorite music on the Burmaster 3D Surround Sound System takes your driving experience to an even higher level."
6713,Mercedes Benz Introducing; The All New Mercedes Benz C Class (2160p 24fps AV1 128kbit AAC),112,22,33,33,1,15,108,0,This C-Class offers assistance features that can keep you informed should you become momentarily distracted.,This C-Class offers assistance features that can keep you informed should you become momentarily distracted.
6714,Mercedes Benz Introducing; The All New Mercedes Benz C Class (2160p 24fps AV1 128kbit AAC),112,23,34,34,1,18,91,0,"When it's time to head out on the town, your C-Class adjusts to match your mood and energy.","When it's time to head out on the town, your C-Class adjusts to match your mood and energy."
6715,Mercedes Benz Introducing; The All New Mercedes Benz C Class (2160p 24fps AV1 128kbit AAC),112,24,35,36,2,13,99,0,"The all-new, forward-thinking Mercedes-Benz C-Class. Modern luxury for an enhanced quality of life.","The all-new, forward-thinking Mercedes-Benz C-Class. Modern luxury for an enhanced quality of life."
6716,Mercedes Benz Knows your day. Drives your way. The E Class. (1080p 25fps H264 128kbit AAC),113,1,2,4,3,16,84,0,"You're meant to be here. I am listening, you're not. No, you're just not hearing me.","You're meant to be here. I am listening, you're not. No, you're just not hearing me."
6717,Mercedes Benz Knows your day. Drives your way. The E Class. (1080p 25fps H264 128kbit AAC),113,2,5,7,3,21,100,0,"Well, I guess this is it then. Puppy, why don't you take my keys and go for a ride? Welcome, Stella.","Well, I guess this is it then. Puppy, why don't you take my keys and go for a ride? Welcome, Stella."
6718,Mercedes Benz Knows your day. Drives your way. The E Class. (1080p 25fps H264 128kbit AAC),113,3,13,15,3,19,110,0,"Matcha is a finely ground powder of specially grilled... What about daddy? It's bold, right? How did you know?","Matcha is a finely ground powder of specially grilled... What about daddy? It's bold, right? How did you know?"
6719,Mercedes Benz Meet Mercedes DIGITAL; Welcome to the E Class Family (1080p 30fps H264 128kbit AAC),114,1,1,1,1,27,177,0,"Hello there, ladies and gentlemen, and welcome to episode two of Meet Mercedes Digital, a new communication format delivering product and business news in an all-digital format.","Hello there, ladies and gentlemen, and welcome to episode two of Meet Mercedes Digital, a new communication format delivering product and business news in an all-digital format."
6720,Mercedes Benz Meet Mercedes DIGITAL; Welcome to the E Class Family (1080p 30fps H264 128kbit AAC),114,2,2,2,1,18,121,0,"Here with me today is Head of Global Product and Technology Communication for Mercedes-Benz Cars, welcome Kurt Grunewald.","Here with me today is Head of Global Product and Technology Communication for Mercedes-Benz Cars, welcome Kurt Grunewald."
6721,Mercedes Benz Meet Mercedes DIGITAL; Welcome to the E Class Family (1080p 30fps H264 128kbit AAC),114,3,3,5,3,13,73,0,"Thank you very much. Kurt, how are you doing today? Actually, quite well.","Thank you very much. Kurt, how are you doing today? Actually, quite well."
6722,Mercedes Benz Meet Mercedes DIGITAL; Welcome to the E Class Family (1080p 30fps H264 128kbit AAC),114,4,6,7,2,16,75,0,"I'm glad to hear that. Tell us, what is this episode going to be all about?","I'm glad to hear that. Tell us, what is this episode going to be all about?"
6723,Mercedes Benz Meet Mercedes DIGITAL; Welcome to the E Class Family (1080p 30fps H264 128kbit AAC),114,5,8,9,2,63,338,0,"Today, the whole episode is about a new E-Class. The whole family gets a new update in 2020, a huge update, and earlier this year already we launched the E-Class sedan, the wagon and the all-terrain, and now the sun is coming out again, the weather is becoming more beautiful, so it's time to get two new family members out there as well.","Today, the whole episode is about a new E-Class. The whole family gets a new update in 2020, a huge update, and earlier this year already we launched the E-Class sedan, the wagon and the all-terrain, and now the sun is coming out again, the weather is becoming more beautiful, so it's time to get two new family members out there as well."
6724,Mercedes Benz Meet Mercedes DIGITAL; Welcome to the E Class Family (1080p 30fps H264 128kbit AAC),114,6,10,11,2,26,157,0,"I'm talking about the new Mercedes-Benz, Mercedes-AMG, Coupe and Cabriolet. Wonderful, so those are the two that we are seeing on the road today, right Kurt?","I'm talking about the new Mercedes-Benz, Mercedes-AMG, Coupe and Cabriolet. Wonderful, so those are the two that we are seeing on the road today, right Kurt?"
6725,Mercedes Benz Meet Mercedes DIGITAL; Welcome to the E Class Family (1080p 30fps H264 128kbit AAC),114,7,12,13,2,52,266,0,"Exactly, and a good point. We thought those cars are so nice, they need to be driven outside, so we don't show them here in the studio, but we took them outside in Nämendingen and we have colleagues to mention all the details there, because it's a lot to talk about.","Exactly, and a good point. We thought those cars are so nice, they need to be driven outside, so we don't show them here in the studio, but we took them outside in Nämendingen and we have colleagues to mention all the details there, because it's a lot to talk about."
6726,Mercedes Benz Meet Mercedes DIGITAL; Welcome to the E Class Family (1080p 30fps H264 128kbit AAC),114,8,14,14,1,16,96,0,"It's not only beauty there, it's a lot of innovation where the E-Class traditionally stands for.","It's not only beauty there, it's a lot of innovation where the E-Class traditionally stands for."
6727,Mercedes Benz Meet Mercedes DIGITAL; Welcome to the E Class Family (1080p 30fps H264 128kbit AAC),114,9,15,15,1,20,92,0,"And now we are very eager to see some of those pictures, so why don't we get straight to it.","And now we are very eager to see some of those pictures, so why don't we get straight to it."
6728,Mercedes Benz Meet Mercedes DIGITAL; Welcome to the E Class Family (1080p 30fps H264 128kbit AAC),114,10,16,17,2,18,105,0,"Ladies and gentlemen, here they come. Let's check out the new E-Class Carriole and E53 4Matic Plus Coupe.","Ladies and gentlemen, here they come. Let's check out the new E-Class Carriole and E53 4Matic Plus Coupe."
6729,Mercedes Benz Meet Mercedes DIGITAL; Welcome to the E Class Family (1080p 30fps H264 128kbit AAC),114,11,18,18,1,17,93,0,"Hi, my name is Andrea Ruhland and I'm the product manager of the E-Class Cabriolet and Coupe.","Hi, my name is Andrea Ruhland and I'm the product manager of the E-Class Cabriolet and Coupe."
6730,Mercedes Benz Meet Mercedes DIGITAL; Welcome to the E Class Family (1080p 30fps H264 128kbit AAC),114,12,19,19,1,13,78,0,And I'm Camilla Brodner and I'm responsible for the product management at AMG.,And I'm Camilla Brodner and I'm responsible for the product management at AMG.
6731,Mercedes Benz Meet Mercedes DIGITAL; Welcome to the E Class Family (1080p 30fps H264 128kbit AAC),114,13,20,20,1,21,103,0,And today we are here to tell you a little about some of the most emotional cars of the E-Class family.,And today we are here to tell you a little about some of the most emotional cars of the E-Class family.
6732,Mercedes Benz Meet Mercedes DIGITAL; Welcome to the E Class Family (1080p 30fps H264 128kbit AAC),114,14,21,22,2,22,143,0,Specifically the E-Class Cabriolet and the E53 4MATIC PLUS from Mercedes-AMG. Both stand for absolute driving pleasure with the looks to match.,Specifically the E-Class Cabriolet and the E53 4MATIC PLUS from Mercedes-AMG. Both stand for absolute driving pleasure with the looks to match.
6733,Mercedes Benz Meet Mercedes DIGITAL; Welcome to the E Class Family (1080p 30fps H264 128kbit AAC),114,15,23,25,3,16,85,-1,"So, what are we waiting for? Now you're talking, Camilla. Let's take them for a spin.","So, what are we waiting for? Now you're talking, Camilla. Let's take them for a spin."
6734,Mercedes Benz Meet Mercedes DIGITAL; Welcome to the E Class Family (1080p 30fps H264 128kbit AAC),114,16,26,27,2,17,104,0,In the new e-glass cabriolet. Definitely one of the most comfortable cabriolets on the market right now.,In the new e-glass cabriolet. Definitely one of the most comfortable cabriolets on the market right now.
6735,Mercedes Benz Meet Mercedes DIGITAL; Welcome to the E Class Family (1080p 30fps H264 128kbit AAC),114,17,28,29,2,19,99,0,"With its top down, it's as comfortable as it is closed. Especially if you have the air cap feature.","With its top down, it's as comfortable as it is closed. Especially if you have the air cap feature."
6736,Mercedes Benz Meet Mercedes DIGITAL; Welcome to the E Class Family (1080p 30fps H264 128kbit AAC),114,18,30,31,2,16,71,0,But... It doesn't have to be quiet and calm if you don't want it to be.,But... It doesn't have to be quiet and calm if you don't want it to be.
6737,Mercedes Benz Meet Mercedes DIGITAL; Welcome to the E Class Family (1080p 30fps H264 128kbit AAC),114,19,32,32,1,20,90,0,Just put down your foot and feel the kick of the EQ boost that puts you back in your seat.,Just put down your foot and feel the kick of the EQ boost that puts you back in your seat.
6738,Mercedes Benz Meet Mercedes DIGITAL; Welcome to the E Class Family (1080p 30fps H264 128kbit AAC),114,20,33,33,1,13,102,0,"This Mercedes-Benz has a four-cylinder diesel engine with integrated starter generator, so-called ISG.","This Mercedes-Benz has a four-cylinder diesel engine with integrated starter generator, so-called ISG."
6739,Mercedes Benz Meet Mercedes DIGITAL; Welcome to the E Class Family (1080p 30fps H264 128kbit AAC),114,21,34,35,2,16,107,0,This means pure driving pleasure and efficiency. All E-Class models have the new capacitive steering wheel.,This means pure driving pleasure and efficiency. All E-Class models have the new capacitive steering wheel.
6740,Mercedes Benz Meet Mercedes DIGITAL; Welcome to the E Class Family (1080p 30fps H264 128kbit AAC),114,22,36,36,1,22,131,0,"It looks super stylish, but most importantly, it has seamless control surfaces and a two-zone sensor mat inside for the first time.","It looks super stylish, but most importantly, it has seamless control surfaces and a two-zone sensor mat inside for the first time."
6741,Mercedes Benz Meet Mercedes DIGITAL; Welcome to the E Class Family (1080p 30fps H264 128kbit AAC),114,23,37,39,3,35,232,0,"This enables semi-autonomous driving functions. the EQ boost. And that means that the electric auxiliary compressor is supported by the ISG, the integrated starter generator, which builds up a really high pressure without any delay.","This enables semi-autonomous driving functions. the EQ boost. And that means that the electric auxiliary compressor is supported by the ISG, the integrated starter generator, which builds up a really high pressure without any delay."
6742,Mercedes Benz Meet Mercedes DIGITAL; Welcome to the E Class Family (1080p 30fps H264 128kbit AAC),114,24,40,41,2,20,104,0,And the outcome is a faster increase in torque for acceleration. And you can see that also in the facts.,And the outcome is a faster increase in torque for acceleration. And you can see that also in the facts.
6743,Mercedes Benz Meet Mercedes DIGITAL; Welcome to the E Class Family (1080p 30fps H264 128kbit AAC),114,25,42,43,2,24,127,0,"From 0 to 100 in 4.4 seconds. When it comes to the infotainment system, the E-Class model comes with the latest AMBI-UX system.","From 0 to 100 in 4.4 seconds. When it comes to the infotainment system, the E-Class model comes with the latest AMBI-UX system."
6744,Mercedes Benz Meet Mercedes DIGITAL; Welcome to the E Class Family (1080p 30fps H264 128kbit AAC),114,26,44,44,1,14,97,0,So you can switch between different display styles and also adjust AMG-specific display settings.,So you can switch between different display styles and also adjust AMG-specific display settings.
6745,Mercedes Benz Meet Mercedes DIGITAL; Welcome to the E Class Family (1080p 30fps H264 128kbit AAC),114,27,45,45,1,22,131,0,"When it comes to the steering wheel, we have our AMG-specific steering wheel buttons where you can also make some driving settings.","When it comes to the steering wheel, we have our AMG-specific steering wheel buttons where you can also make some driving settings."
6746,Mercedes Benz Meet Mercedes DIGITAL; Welcome to the E Class Family (1080p 30fps H264 128kbit AAC),114,28,46,46,1,19,112,0,"So, for example, you can switch the different driving features with our AMG Dynamics Select or the AMG Dynamics.","So, for example, you can switch the different driving features with our AMG Dynamics Select or the AMG Dynamics."
6747,Mercedes Benz Meet Mercedes DIGITAL; Welcome to the E Class Family (1080p 30fps H264 128kbit AAC),114,29,47,47,1,15,74,0,"If you want to have a more spirited drive today, what are you looking for?","If you want to have a more spirited drive today, what are you looking for?"
6748,Mercedes Benz Meet Mercedes DIGITAL; Welcome to the E Class Family (1080p 30fps H264 128kbit AAC),114,30,48,49,2,19,130,0,"High agility, neutral cornering behaviour and optimum traction. Good news, we have the AMG Speedshift TCT9G transmission on board.","High agility, neutral cornering behaviour and optimum traction. Good news, we have the AMG Speedshift TCT9G transmission on board."
6749,Mercedes Benz Meet Mercedes DIGITAL; Welcome to the E Class Family (1080p 30fps H264 128kbit AAC),114,31,50,50,1,20,117,0,"And together with our AMG Ride Control Plus and our 4MATIC Plus all-wheel drive system, a dynamic ride is guaranteed.","And together with our AMG Ride Control Plus and our 4MATIC Plus all-wheel drive system, a dynamic ride is guaranteed."
6750,Mercedes Benz Meet Mercedes DIGITAL; Welcome to the E Class Family (1080p 30fps H264 128kbit AAC),114,32,51,51,1,30,150,0,"And if you now want to go a step further, You can choose our AMG Dynamic Plus package, which is available for the first time in the AMG E-Class Coupe.","And if you now want to go a step further, You can choose our AMG Dynamic Plus package, which is available for the first time in the AMG E-Class Coupe."
6751,Mercedes Benz Meet Mercedes DIGITAL; Welcome to the E Class Family (1080p 30fps H264 128kbit AAC),114,33,52,52,1,12,61,0,"With it, you get the race driving program and the drift mode.","With it, you get the race driving program and the drift mode."
6752,Mercedes Benz Meet Mercedes DIGITAL; Welcome to the E Class Family (1080p 30fps H264 128kbit AAC),114,34,53,55,3,16,81,0,Impressive. What can we tell more about our dream cars? I think that says it all.,Impressive. What can we tell more about our dream cars? I think that says it all.
6753,Mercedes Benz Meet Mercedes DIGITAL; Welcome to the E Class Family (1080p 30fps H264 128kbit AAC),114,35,56,56,1,12,70,0,And the E-Class family speaks for itself while driving or even parked.,And the E-Class family speaks for itself while driving or even parked.
6754,Mercedes Benz Meet Mercedes DIGITAL; Welcome to the E Class Family (1080p 30fps H264 128kbit AAC),114,36,57,58,2,16,78,0,"With you behind the wheel, it shouts out loud. So which one shall we try next?","With you behind the wheel, it shouts out loud. So which one shall we try next?"
6755,Mercedes Benz Meet Mercedes DIGITAL; Welcome to the E Class Family (1080p 30fps H264 128kbit AAC),114,37,59,60,2,27,140,0,"Well, I think I know which one. Right, Kurt, thank you so much for that lovely first impression of the new models and that EQ Boost feature.","Well, I think I know which one. Right, Kurt, thank you so much for that lovely first impression of the new models and that EQ Boost feature."
6756,Mercedes Benz Meet Mercedes DIGITAL; Welcome to the E Class Family (1080p 30fps H264 128kbit AAC),114,38,61,61,1,13,67,0,"That must come in very handy when it comes to passing lanes, right?","That must come in very handy when it comes to passing lanes, right?"
6757,Mercedes Benz Meet Mercedes DIGITAL; Welcome to the E Class Family (1080p 30fps H264 128kbit AAC),114,39,62,63,2,20,123,0,"Well, actually, it doesn't only sound nice. The EQ Boost function actually is a major part in our electrification strategy.","Well, actually, it doesn't only sound nice. The EQ Boost function actually is a major part in our electrification strategy."
6758,Mercedes Benz Meet Mercedes DIGITAL; Welcome to the E Class Family (1080p 30fps H264 128kbit AAC),114,40,64,65,2,13,73,0,"Give me a refresher on that, please. Yeah, I'm talking about three lanes.","Give me a refresher on that, please. Yeah, I'm talking about three lanes."
6759,Mercedes Benz Meet Mercedes DIGITAL; Welcome to the E Class Family (1080p 30fps H264 128kbit AAC),114,41,66,67,2,28,162,0,"The first lane is this 48-volt system, EQ Boost. We combine it with the combustion engines and it's actually a major increase in fuel efficiency for the vehicles.","The first lane is this 48-volt system, EQ Boost. We combine it with the combustion engines and it's actually a major increase in fuel efficiency for the vehicles."
6760,Mercedes Benz Meet Mercedes DIGITAL; Welcome to the E Class Family (1080p 30fps H264 128kbit AAC),114,42,68,69,2,39,216,0,"What about the other two lanes of the three? The other two ones are the EQ Power, I'm talking about the plug-in hybrids, talking about the whole range of A-class to until GLE with increasing ranges of electric range.","What about the other two lanes of the three? The other two ones are the EQ Power, I'm talking about the plug-in hybrids, talking about the whole range of A-class to until GLE with increasing ranges of electric range."
6761,Mercedes Benz Meet Mercedes DIGITAL; Welcome to the E Class Family (1080p 30fps H264 128kbit AAC),114,43,70,70,1,18,109,0,"The GLE you're already talking about 100 kilometers, so very important part, very major lane in our strategy.","The GLE you're already talking about 100 kilometers, so very important part, very major lane in our strategy."
6762,Mercedes Benz Meet Mercedes DIGITAL; Welcome to the E Class Family (1080p 30fps H264 128kbit AAC),114,44,71,72,2,14,78,0,"But the third one actually is the EQ. EQ models, the better electric vehicles.","But the third one actually is the EQ. EQ models, the better electric vehicles."
6763,Mercedes Benz Meet Mercedes DIGITAL; Welcome to the E Class Family (1080p 30fps H264 128kbit AAC),114,45,73,74,2,22,101,0,"We have the EQC already on the market, the smart EQs. We have the EQV coming up in a couple of weeks.","We have the EQC already on the market, the smart EQs. We have the EQV coming up in a couple of weeks."
6764,Mercedes Benz Meet Mercedes DIGITAL; Welcome to the E Class Family (1080p 30fps H264 128kbit AAC),114,46,75,76,2,20,100,0,"And last but not least, the EQA, EQB, EQS. So many more models upfront in the next months and years.","And last but not least, the EQA, EQB, EQS. So many more models upfront in the next months and years."
6765,Mercedes Benz Meet Mercedes DIGITAL; Welcome to the E Class Family (1080p 30fps H264 128kbit AAC),114,47,77,79,3,16,85,0,"That's very exciting. So many more to come. Thank you so much for that insight, Kurt.","That's very exciting. So many more to come. Thank you so much for that insight, Kurt."
6766,Mercedes Benz Meet Mercedes DIGITAL; Welcome to the E Class Family (1080p 30fps H264 128kbit AAC),114,48,80,81,2,21,107,0,"But ladies and gentlemen, that's all the time we do have for today. I look forward to seeing you next time.","But ladies and gentlemen, that's all the time we do have for today. I look forward to seeing you next time."
6767,Mercedes Benz Meet Mercedes DIGITAL; Welcome to the E Class Family (1080p 30fps H264 128kbit AAC),114,49,82,84,3,14,68,0,"And Kurt, thank you once more for your time. Thank you so much. Bye.","And Kurt, thank you once more for your time. Thank you so much. Bye."
6768,Mercedes Benz Meet the S Class DIGITAL; The Test Drive (1080p 25fps H264 128kbit AAC),115,1,1,2,2,42,225,0,on Meet the S-Class Digital. You need to experience it and I'm very positive that once you do you will remember this conversation and now you know this is not a coincidence what you're going to be feeling but it's an S-Class.,on Meet the S-Class Digital. You need to experience it and I'm very positive that once you do you will remember this conversation and now you know this is not a coincidence what you're going to be feeling but it's an S-Class.
6769,Mercedes Benz Meet the S Class DIGITAL; The Test Drive (1080p 25fps H264 128kbit AAC),115,2,3,4,2,27,168,0,"And there you have it. On previous episodes of Meet the S-Class Digital, it was all about that avant-garde design and class-leading safety features amongst many topics.","And there you have it. On previous episodes of Meet the S-Class Digital, it was all about that avant-garde design and class-leading safety features amongst many topics."
6770,Mercedes Benz Meet the S Class DIGITAL; The Test Drive (1080p 25fps H264 128kbit AAC),115,3,5,5,1,16,75,0,"You know me, I'm a hands-on girl and learning by doing is what I'm best at.","You know me, I'm a hands-on girl and learning by doing is what I'm best at."
6771,Mercedes Benz Meet the S Class DIGITAL; The Test Drive (1080p 25fps H264 128kbit AAC),115,4,6,6,1,14,74,0,"So lucky me, we do have several new S-Class models right outside the door.","So lucky me, we do have several new S-Class models right outside the door."
6772,Mercedes Benz Meet the S Class DIGITAL; The Test Drive (1080p 25fps H264 128kbit AAC),115,5,7,8,2,14,70,0,And I would also like to say hello and welcome. Thanks for joining us.,And I would also like to say hello and welcome. Thanks for joining us.
6773,Mercedes Benz Meet the S Class DIGITAL; The Test Drive (1080p 25fps H264 128kbit AAC),115,6,9,10,2,21,127,0,We are here at Mercedes-Benz Proving Ground in Imendingen in Germany. So welcome to the wonderful world of the all-new S-Class.,We are here at Mercedes-Benz Proving Ground in Imendingen in Germany. So welcome to the wonderful world of the all-new S-Class.
6774,Mercedes Benz Meet the S Class DIGITAL; The Test Drive (1080p 25fps H264 128kbit AAC),115,7,11,13,3,26,140,0,And now it is time for us to discuss discover what the Mercedes-Benz exhibition has to offer. Follow me. Just the man I've been looking for.,And now it is time for us to discuss discover what the Mercedes-Benz exhibition has to offer. Follow me. Just the man I've been looking for.
6775,Mercedes Benz Meet the S Class DIGITAL; The Test Drive (1080p 25fps H264 128kbit AAC),115,8,17,19,3,16,71,0,"Good to see you. Good to see you as well. From afar, how are you today?","Good to see you. Good to see you as well. From afar, how are you today?"
6776,Mercedes Benz Meet the S Class DIGITAL; The Test Drive (1080p 25fps H264 128kbit AAC),115,9,21,23,3,15,65,0,"How are you? I'm fine. A bit cold, so I can't wait to hop inside.","How are you? I'm fine. A bit cold, so I can't wait to hop inside."
6777,Mercedes Benz Meet the S Class DIGITAL; The Test Drive (1080p 25fps H264 128kbit AAC),115,10,24,25,2,17,89,0,Remember... Do you know why I'm here? Do you remember the promise you still have to make?,Remember... Do you know why I'm here? Do you remember the promise you still have to make?
6778,Mercedes Benz Meet the S Class DIGITAL; The Test Drive (1080p 25fps H264 128kbit AAC),115,11,26,27,2,27,137,0,"Absolutely, and promises are there to be kept. Before we get started, why don't I ask you just one or two questions just to set the mood?","Absolutely, and promises are there to be kept. Before we get started, why don't I ask you just one or two questions just to set the mood?"
6779,Mercedes Benz Meet the S Class DIGITAL; The Test Drive (1080p 25fps H264 128kbit AAC),115,12,28,30,3,37,226,0,"Absolutely. First of all, the Mercedes-Benz S-Class. We have the all-new Mercedes-Benz S-Class here and the Mercedes-Benz S-Class is the first model that comes to mind as a consumer when we speak of the brand of Mercedes-Benz.","Absolutely. First of all, the Mercedes-Benz S-Class. We have the all-new Mercedes-Benz S-Class here and the Mercedes-Benz S-Class is the first model that comes to mind as a consumer when we speak of the brand of Mercedes-Benz."
6780,Mercedes Benz Meet the S Class DIGITAL; The Test Drive (1080p 25fps H264 128kbit AAC),115,13,31,32,2,13,67,0,Why is that so? Why is the Mercedes-Benz S-Class so special to you?,Why is that so? Why is the Mercedes-Benz S-Class so special to you?
6781,Mercedes Benz Meet the S Class DIGITAL; The Test Drive (1080p 25fps H264 128kbit AAC),115,14,33,34,2,21,127,0,"For us at Mercedes-Benz, the Mercedes-Benz S-Class is hugely important. It is our flagship and it always has been our flagship.","For us at Mercedes-Benz, the Mercedes-Benz S-Class is hugely important. It is our flagship and it always has been our flagship."
6782,Mercedes Benz Meet the S Class DIGITAL; The Test Drive (1080p 25fps H264 128kbit AAC),115,15,35,35,1,21,109,0,"really embodies all of our knowledge, all of our experience and I guess of all of our pride in building cars.","really embodies all of our knowledge, all of our experience and I guess of all of our pride in building cars."
6783,Mercedes Benz Meet the S Class DIGITAL; The Test Drive (1080p 25fps H264 128kbit AAC),115,16,36,36,1,33,186,0,It's exactly the Mercedes-Benz S-Class with which we push the boundaries in car building of what can be done from a technological point of view but also from an innovation point of view.,It's exactly the Mercedes-Benz S-Class with which we push the boundaries in car building of what can be done from a technological point of view but also from an innovation point of view.
6784,Mercedes Benz Meet the S Class DIGITAL; The Test Drive (1080p 25fps H264 128kbit AAC),115,17,37,37,1,33,174,0,"And speaking about innovation, the only thing that we're still working on which is not yet in this car is a weather control feature but I still think you will enjoy this day.","And speaking about innovation, the only thing that we're still working on which is not yet in this car is a weather control feature but I still think you will enjoy this day."
6785,Mercedes Benz Meet the S Class DIGITAL; The Test Drive (1080p 25fps H264 128kbit AAC),115,18,38,40,3,12,62,0,"Yeah, work harder. I'll be back again. I'll be back next year.","Yeah, work harder. I'll be back again. I'll be back next year."
6786,Mercedes Benz Meet the S Class DIGITAL; The Test Drive (1080p 25fps H264 128kbit AAC),115,19,41,41,1,16,86,0,"Now Diak, you also have a very personal connection to the model, to the S-Class model.","Now Diak, you also have a very personal connection to the model, to the S-Class model."
6787,Mercedes Benz Meet the S Class DIGITAL; The Test Drive (1080p 25fps H264 128kbit AAC),115,20,42,43,2,19,85,0,What is your story? I guess as a car guy you have to have a connection to an S-Class.,What is your story? I guess as a car guy you have to have a connection to an S-Class.
