title,document,topic
Lexus Lexus at the Geneva International Motor Show 2017 (1080p 25fps H264 128kbit AAC),Experience amazing is much more than our new tagline. It's our ambitious goal for all our activities. And we've brought a few amazing things here to Geneva.,0
Lexus Lexus at the Geneva International Motor Show 2017 (1080p 25fps H264 128kbit AAC),"As nothing beats the excitement of motorsport, let me introduce this impressive carbon black car that stands here in front of you. It's the 2017 RC F GT3 which is making its debut here at the Geneva Motor Show. GT3 is probably the highest level of engagement in customer motorsport.",0
Lexus Lexus at the Geneva International Motor Show 2017 (1080p 25fps H264 128kbit AAC),"And this is where we want to play a role in the coming year. And this RCF will race in the USA and in Japan in 2017. In Europe, last year, some prototypes have participated in VLN races at the Nürburgring.",0
Lexus Lexus at the Geneva International Motor Show 2017 (1080p 25fps H264 128kbit AAC),"And we have even run this car, this very specific car, for the first time at the VLN 9 race in October. And guess what? It won the race.",0
Lexus Lexus at the Geneva International Motor Show 2017 (1080p 25fps H264 128kbit AAC),"So this was making the first Asian manufacturer to claim victory in a VLN race at the Nürburgring. This year we will participate in selected international GT Open races, and this is a very important step in our program. We want to bring to the top level in GT3 racing in Europe in the very near future.",0
Lexus Lexus at the Geneva International Motor Show 2017 (1080p 25fps H264 128kbit AAC),"In addition to the positive reactions that we get from our recent lifestyle and also motorsport activities, we see similar results coming from customers in our showrooms. 2016 has been for globally a year of a new record with the sales of 677,000 vehicles, and this was our fifth consecutive year of growth.",0
Lexus Lexus at the Geneva International Motor Show 2017 (1080p 25fps H264 128kbit AAC),"Here in Europe, we remain among the fastest growing regions for with 17% year-on-year growth, setting a new record last year with over 74,000 units. The launch of the new RX was a tremendous success as retail partners have nearly tripled their sales versus 2015. Now, the question is, what can you expect from in 2017?",0
Lexus Lexus at the Geneva International Motor Show 2017 (1080p 25fps H264 128kbit AAC),"In 2017 we will bring two new exceptional vehicles to the market and these two distinct models will feature the very best we have to offer: brave design, exceptional performance credentials, and imaginative technologies. We revealed the last year and it will reach the European showrooms this summer. And I have very good news.",0
Lexus Lexus at the Geneva International Motor Show 2017 (1080p 25fps H264 128kbit AAC),"I have very good news to share with you. The will be very competitively priced. In Germany, for example, it will be offered from €99,200.",0
Lexus Lexus at the Geneva International Motor Show 2017 (1080p 25fps H264 128kbit AAC),"This year, we will also introduce the fifth generation of our flagship sedan, the. The is the model that 28 years ago launched our brand, and it triggered a revolution in the premium market at that time. And I personally believe that this fifth generation has all the ingredients to do it again.",0
Lexus Lexus at the Geneva International Motor Show 2017 (1080p 25fps H264 128kbit AAC),"So the new had its debut at the Detroit Auto Show this January and it featured the all-new twin-turbo V6 engine coupled with 10-speed transmission, automatic transmission, which is an industry first for the luxury market. The LS500 brings the best of both worlds. It delivers a level of performance that you can find in V8 engine while minimizing noise and fuel consumption.",0
Lexus Lexus at the Geneva International Motor Show 2017 (1080p 25fps H264 128kbit AAC),"And today, I'm very happy to introduce a second model of the new lineup. Ladies and gentlemen, the full hybrid LS500H. So as you can see, the new combines the physical presence and the interior space of a luxury sedan, but with the sleek silhouette of a four-door coupe.",0
Lexus Lexus at the Geneva International Motor Show 2017 (1080p 25fps H264 128kbit AAC),And its stunning interior has already won its first accolade by taking home the very famous ISON Design Award at the Detroit Motor Show. The LS500H will be powered by the multi-stage hybrid system. This system is of course already featured in the LC500.,0
Lexus Lexus at the Geneva International Motor Show 2017 (1080p 25fps H264 128kbit AAC),"And it represents the next generation of hybrid system, providing more direct acceleration, and more fun to drive, while improving fuel economy at higher speeds. So this is our new global architecture and it's lower and wider and it's actually the stiffest platform has ever developed. And it allows occupants to sit closer to the center of gravity thanks to the critical weight being ideally distributed.",0
Lexus Lexus at the Geneva International Motor Show 2017 (1080p 25fps H264 128kbit AAC),"The new features the most advanced dynamic safety control system of the industry. Its intuitive braking and pedestrian detection system with active steering are a world first. So if a collision with a pedestrian is imminent, the car will automatically brake and steer around the person while keeping its traffic lane.",0
Lexus Lexus at the Geneva International Motor Show 2017 (1080p 25fps H264 128kbit AAC),"As you would expect, the new features more than technology innovation. It's also a synonym of exceptional luxury. Take the rear seats.",0
Lexus Lexus at the Geneva International Motor Show 2017 (1080p 25fps H264 128kbit AAC),"They offer the ultimate relaxation experience, combining a massage function with heating, according to the ancient Japanese shiatsu principle. And this is another world's first. We worked with some of Japan's most talented craftsmen to create a unique look and feel for the interior, and the inner door panels are inspired by origami.",0
Lexus Lexus at the Geneva International Motor Show 2017 (1080p 25fps H264 128kbit AAC),"As you can see, they've been pleated hand by hand, one by one, like you would do it in haute couture. We also have the Kiriko glass insert. It uses the same technique as the blue vase that we display in the lounge upstairs.",0
Lexus Lexus at the Geneva International Motor Show 2017 (1080p 25fps H264 128kbit AAC),"The LS500H will be launched in Europe in the last quarter of 2017. And I can't wait for you to experience amazing yourself by either getting behind the wheel or perhaps on the back seat for the Shiatsu massage. So, feel free to join us in our new launch.",0
Lexus Lexus at the Geneva International Motor Show 2017 (1080p 25fps H264 128kbit AAC),"I wish you to enjoy the rest of the show. And as we close, I would like to invite International executive vice president, but also the future president of International, Mr Yoshihiro Sawa, to join me on stage for a photo opportunity. So I wish you a great day and see you at the show.",0
Lexus New Black 2015 Lexus ES 300h Hybrid Touring Package Walk Around Review Northwest Edmonton (1080p 30fps H264 128kbit AAC),"Welcome to of Edmonton. We're located off 111th Avenue and 170th Street in Edmonton, Alberta. We're looking at a brand new 2015 ES300H hybrid.",0
Lexus New Black 2015 Lexus ES 300h Hybrid Touring Package Walk Around Review Northwest Edmonton (1080p 30fps H264 128kbit AAC),"Runs on regular fuel. You have the black exterior, black interior, new Lex leather with wood trim, four-door five-passenger. This one is a touring package.",0
Lexus New Black 2015 Lexus ES 300h Hybrid Touring Package Walk Around Review Northwest Edmonton (1080p 30fps H264 128kbit AAC),"So bird's-eye maple wood trim, driver's seat memory, side mirrors and steering wheel, powered windows and locks. Side mirrors are powered. Beneath that you have your blind spot monitoring button, the park assist, storage unit with a carpet material, trunk, hood and gas cap release, odometer trip and dashboard lights, 10 way power adjustable front seats.",0
Lexus New Black 2015 Lexus ES 300h Hybrid Touring Package Walk Around Review Northwest Edmonton (1080p 30fps H264 128kbit AAC),"We both have lumbar support, bucket seats with adjustable headrests. This is a power tilted steering mode. It's leather and wood wrapped and it's heated.",0
Lexus New Black 2015 Lexus ES 300h Hybrid Touring Package Walk Around Review Northwest Edmonton (1080p 30fps H264 128kbit AAC),"On it we have audio controls, Bluetooth, hands free communication, cruise control. Display button is for on the dash, gives you some vehicle information and also direct tire pressure monitoring system. You have your engine start and stop button, heated and ventilated front seats, heated steering wheel button there.",0
Lexus New Black 2015 Lexus ES 300h Hybrid Touring Package Walk Around Review Northwest Edmonton (1080p 30fps H264 128kbit AAC),"Drive modes, we have eco, normal, sports and the EV mode, traction control off switch, leather and wood shift knob. You have dual zone climate control, AC, front and rear defrost, side mirrors are heated. analog clock.",0
Lexus New Black 2015 Lexus ES 300h Hybrid Touring Package Walk Around Review Northwest Edmonton (1080p 30fps H264 128kbit AAC),"Display screen houses your voice activated navigation system as well as your backup camera. Side mirrors auto tilt down in reverse and you've got grid lines. For your audio, you have eight speaker audio system, AM FM satellite, CD, USB, Bluetooth and auxiliary.",0
Lexus New Black 2015 Lexus ES 300h Hybrid Touring Package Walk Around Review Northwest Edmonton (1080p 30fps H264 128kbit AAC),"You have your power tilt and sliding sunroof with sunshade, overhead lighting, dual vanity mirrors on your visors that are illuminated, auto dimming rear view mirror with three integrated garage door openers. You have your 17 inch alloy wheels, all season tires with wheel locks. You have your keyless entry with smart access, key lock prevention, shark fin antenna on the roof, rear cross traffic alerts, rear seat heat recovery system, rear lip spoiler, backup sensors, brake lights.",0
Lexus New Black 2015 Lexus ES 300h Hybrid Touring Package Walk Around Review Northwest Edmonton (1080p 30fps H264 128kbit AAC),You have remote trunk release. Underneath here you'll unlock the trunk. Underneath the floor you'll find your compact spare tire and jack.,0
Lexus New Black 2015 Lexus ES 300h Hybrid Touring Package Walk Around Review Northwest Edmonton (1080p 30fps H264 128kbit AAC),"You have cargo tie downs, cargo nets and overhead you have your emergency release in your handle. Pockets, ventilation ducts right in the middle, underneath of it you have your power outlet, child seat anchors and adjustable headrests, curtain and side impact airbags, and you have your fold down armrests with cup holders.",0
Lexus New Black 2015 Lexus ES 300h Hybrid Touring Package Walk Around Review Northwest Edmonton (1080p 30fps H264 128kbit AAC),"You have your integrated turn signal lights on your side mirrors, puddle lamp lights underneath them, you can fold them shut, rain sensing wipers and your windshield wiper de-icer, LED daytime running strip lights, you have your fog lights, clearance sensors, and engine block heater. So come on down to of Edmonton and check out the new 2015 hybrids.",0
Lexus Stefan Rasmussen sketches ¦ Lexus UX ¦ Lexus Europe (1080p 30fps H264 128kbit AAC),"The concept is a SUV, so from the start we wanted to make sure that the car has a strong appearance. What we did was making sure that the car has big fenders, really to show a really rocked feeling, and with the fenders as well we create really dramatic proportions as well. So the front fender is basically much longer than the rear fender.",0
Lexus Stefan Rasmussen sketches ¦ Lexus UX ¦ Lexus Europe (1080p 30fps H264 128kbit AAC),"And why the long bonnet? is a premium brand, so we want to express premium proportions, and we want the car to look dynamic, but we also want it to look horizontal to give a stable feeling. So not relying on just a wedged line, but basically a more fluid sculpture which has more dimensions than just being a wedge car.",0
Lexus Stefan Rasmussen sketches ¦ Lexus UX ¦ Lexus Europe (1080p 30fps H264 128kbit AAC),"What we did with the roof and the cabin was basically making it really compact in the front to express this driver-focused front, and on the back exploring basically a new way to show space for the rear passengers. And also what we really think the also has to express is the feeling of you can make a journey in this car. That means also the luggage area has been emphasized in the cabin.",0
Lexus Stefan Rasmussen sketches ¦ Lexus UX ¦ Lexus Europe (1080p 30fps H264 128kbit AAC),"Okay, and if we're going to talk about the sculpture, basically we see from the bottom of the rocker it basically flows up to the cabin, okay, connecting, connecting, yeah, and kind of encapsulating the whole cabin again. And this is basically integrating the, I would say, the elfiness feature, which is the rocker for me as well. And it's really flowing up to the cabin, creating a whole architecture of the car.",0
Lexus Stefan Rasmussen sketches ¦ Lexus UX ¦ Lexus Europe (1080p 30fps H264 128kbit AAC),"Okay, and what about these huge wheels that a lot of people have commented about? The inspiration for those, because they're really something different. Is that something from a film, or was it sort of, you know, did you have a sort of thing in mind when you went for those wheels?",0
Lexus Stefan Rasmussen sketches ¦ Lexus UX ¦ Lexus Europe (1080p 30fps H264 128kbit AAC),"Basically the whole car is about inside out, so we also with the wheels wanted to express this inside out feeling. So it's almost that the whole shell around the wheel and the wheel in itself, it's kind of one piece. There's no borders really.",0
Lexus Stefan Rasmussen sketches ¦ Lexus UX ¦ Lexus Europe (1080p 30fps H264 128kbit AAC),"It's kind of removing the borders, so it's kind of a seamless construction. That's why we see bits of the car flowing into the cabin. Yeah, exactly, exactly.",0
Lexus Stefan Rasmussen sketches ¦ Lexus UX ¦ Lexus Europe (1080p 30fps H264 128kbit AAC),"So you have the fenders really going into the interior, and you have the e-mirrors sitting in the fender. Can you see the e-mirror has ever been used, or is that sort of, you know, is it more regulations that demands for the e-mirror at all? It's basically two ways.",0
Lexus Stefan Rasmussen sketches ¦ Lexus UX ¦ Lexus Europe (1080p 30fps H264 128kbit AAC),"It's first of all creating a more possibility to have a clear view on the back, but also to basically make a design statement with a functional piece. So maybe Alex later with his interior, he will explain what this is all influencing with the experience inside. Okay, so we've almost got a finished sketch there.",0
Lexus Stefan Rasmussen sketches ¦ Lexus UX ¦ Lexus Europe (1080p 30fps H264 128kbit AAC),"Of course we want you to sign it, yeah? Take it back for the office. It's really dramatic proportions.",0
Lexus Stefan Rasmussen sketches ¦ Lexus UX ¦ Lexus Europe (1080p 30fps H264 128kbit AAC),"And you have the highlight floor at the end. And you have the suicide doors as well. Yeah, what about those?",0
Lexus Stefan Rasmussen sketches ¦ Lexus UX ¦ Lexus Europe (1080p 30fps H264 128kbit AAC),"Do you think those will ever come into production? It's another way of really trying to twist proportions again. You really also see the back doors compact the front doors, it's longer, and it gives again these dramatic proportions.",0
Lexus Stefan Rasmussen sketches ¦ Lexus UX ¦ Lexus Europe (1080p 30fps H264 128kbit AAC),"Basically you have the aero fins as well, okay, so not just giving this typical SUV feeling but also giving the feeling of efficiency, and I think has that. Are there any aero fins again? Just around the wheels?",0
Lexus Stefan Rasmussen sketches ¦ Lexus UX ¦ Lexus Europe (1080p 30fps H264 128kbit AAC),"They're all sort of motorsport orientated. Yeah, exactly. And this also gives this contrast between the body which is very fluid and structured and then you have it more flat and more technical because want to be also an innovative brand.",0
Lexus Stefan Rasmussen sketches ¦ Lexus UX ¦ Lexus Europe (1080p 30fps H264 128kbit AAC),"Okay, there we go. Okay, thank you Stefan. So the car that's taken 11 months to design, that was the beginning.",0
Lexus Stefan Rasmussen sketches ¦ Lexus UX ¦ Lexus Europe (1080p 30fps H264 128kbit AAC),"Five minutes, the beginning you can say that. Okay, thank you.",0
Lexus The 2016 Lexus CT Walkaround Video – The first look at the 2016 Lexus CT 200h (1080p 24fps H264 128kbit AAC),"Hi, I'm Mingjo Chen with College, and I'm here to share with you what's new for the 2016 CT200H. The CT200H is the only dedicated hybrid in the lineup. It's also the most affordable of all models.",0
Lexus The 2016 Lexus CT Walkaround Video – The first look at the 2016 Lexus CT 200h (1080p 24fps H264 128kbit AAC),"Its unique five-door body style is one of its strongest selling points, offering a compact footprint, together with 14.3 cubic feet of cargo space, comparable to that of a GS350 sedan. As before, the is available in 12 exterior colors and 5 interior colors in a standard version as well as an F-Sport model, which adds exclusive styling and a sport-tuned suspension.",0
Lexus The 2016 Lexus CT Walkaround Video – The first look at the 2016 Lexus CT 200h (1080p 24fps H264 128kbit AAC),"New for 2016, is offered in a special edition package that puts it in sleek atomic silver paint on the outside and black and scarlet on the inside. Only 500 of these will be produced. On the outside, has upgraded the 's lower front grille surround to chrome, replacing the previous painted silver treatment.",0
Lexus The 2016 Lexus CT Walkaround Video – The first look at the 2016 Lexus CT 200h (1080p 24fps H264 128kbit AAC),"And the power tilt and slide moonroof is now a standalone option. The offers a one-year trial subscription for the following Enform features: Safety Connect, Destinations, and new for 2016 are Enform Service Connect and Enform Remote. As before, the Enform App Suite is complimentary for the lifetime of the vehicle and a compatible smartphone is required.",0
Lexus The 2016 Lexus CT Walkaround Video – The first look at the 2016 Lexus CT 200h (1080p 24fps H264 128kbit AAC),"In its competitive field, the remains very strong. For example, it's more than 10 inches shorter than the, but offers noticeably more rear headroom and cargo space. It has more front and rear headroom and an extra two cubic feet of cargo space than the, and it's almost a whole foot shorter than the, but offers more front and rear legroom.",0
Lexus The 2016 Lexus CT Walkaround Video – The first look at the 2016 Lexus CT 200h (1080p 24fps H264 128kbit AAC),"Best of all, along with its SULAV rating, the has earned an EPA-estimated rating of 42 combined MPG and runs on regular unleaded fuel, truly singling it out in its competitive field. So, for 2016, here's what's new: the special edition package, the chrome lower front grille surround, the standalone option moonroof, and Inform Service Connect and Inform Remote. Thanks for watching.",0
Lexus The 2019 Lexus NX Walk Around Video (1080p 24fps H264 128kbit AAC),"Introducing the. Originally launched in 2014, the now expands the limits of versatility with first innovations and class-leading features. When it comes to the exterior, notice how the upper portion of the aggressive grille and the front bumper fluidly blend into the hood and front doors.",0
Lexus The 2019 Lexus NX Walk Around Video (1080p 24fps H264 128kbit AAC),"LED tail lamps inspired by the facets of a cut gemstone and available premium triple beam LED headlamps make for stunning design cues. The interior reflects a true driver's environment that exudes a sportier nature and luxurious feel. Highlighted by the bold design of the instrument cluster, drivers will immediately notice the large available 10.3 inch multimedia display screen and the metallic satin finish that accentuates nearly all the controls and switches.",0
Lexus The 2019 Lexus NX Walk Around Video (1080p 24fps H264 128kbit AAC),"The high level of craftsmanship is showcased in everything from the impeccable needlework on the vehicle's available leather seat surfaces to the exterior door handle illumination. From fast-charging USB ports to standard onboard Wi-Fi with support for up to five different connections, the delivers innovation at every turn. For those looking for a more seamless driving experience and a smarter, safer way to use your iPhone in the car, the is Apple CarPlay compatible.",0
Lexus The 2019 Lexus NX Walk Around Video (1080p 24fps H264 128kbit AAC),The also has Amazon Alexa via the Plus Alexa app. Drivers can ask to play music and even control smart home devices all while keeping their hands on the wheel and eyes on the road. versatility goes beyond boundaries with an available power rear door with kick sensor.,0
Lexus The 2019 Lexus NX Walk Around Video (1080p 24fps H264 128kbit AAC),"Drivers and passengers alike will also appreciate the spacious interior storage and cargo area. From the high performance and fuel efficiency of its hybrid to the available adaptive variable suspension on its F-Sport, the is exhilarating in every sense. The surge of the 235 horsepower engine in the and F-Sport doesn't let up.",0
Lexus The 2019 Lexus NX Walk Around Video (1080p 24fps H264 128kbit AAC),"That's because engineers spent years researching, developing, and refining a turbocharger with advanced twin-scroll technology. With specially tuned components, this is the most responsive yet. The available Adaptive Variable Suspension, inspired by the flagship performance coupe, allows the driver to harness the engine's power and communicate with the pavement like never before.",0
Lexus The 2019 Lexus NX Walk Around Video (1080p 24fps H264 128kbit AAC),"This system can automatically adapt to changing conditions for enhanced response based on the selected drive mode. And it doesn't stop there. Deeply bolstered front sport seats hug you through the turns, while F-Sport exclusive Circuit Red Nulux interior trim boldly reflects its performance roots.",0
Lexus The 2019 Lexus NX Walk Around Video (1080p 24fps H264 128kbit AAC),"With two sources of power and 31 miles per gallon combined estimate, the NXH gives even more to the driver while taking less from the world. Pairing a potent 2.5-liter engine with powerful electric motors, the NXH delivers immediate torque and smooth, seamless acceleration. Featuring an innovative all-wheel drive system designed to adapt to the angle or condition of the road, as well as an exclusive damping control system, the -H offers performance as thrilling as its style.",0
Lexus The 2019 Lexus NX Walk Around Video (1080p 24fps H264 128kbit AAC),"Every features Safety System Plus, an integrated suite of class-leading standard active safety equipment that further expand the car's capabilities and the driver's peace of mind. With dynamic style, precision-engineered performance and driver-inspired technology, the goes beyond utility.",0
Lexus The All New 2022 Lexus NX Walk Around (1080p 24fps H264 128kbit AAC),"Sharing amazing experiences like this with your friends is what it's all about. But there's another story here, a story that starts when I ask, how did I get here? There's a lot of choices out there when it comes to compact luxury crossovers.",0
Lexus The All New 2022 Lexus NX Walk Around (1080p 24fps H264 128kbit AAC),"For me, the 2022 is the standout winner. With this, is resetting the bar with innovative tech, step-on performance, plenty of room for all of your adventures, and enhanced safety features, all wrapped up in a striking design that has been kicked up a notch for 2022. The grille is refined and bold, upright and integrated into the long sleek hood.",0
Lexus The All New 2022 Lexus NX Walk Around (1080p 24fps H264 128kbit AAC),"The beltline has been shortened, and it moves along to a dramatic pickup at the rear for a very dynamic feel, like it just can't wait to get moving. The new rear logo is subdued and elegant. When put together with the full width blade rear combination lamp, it gives this a distinctive look like no other.",0
Lexus The All New 2022 Lexus NX Walk Around (1080p 24fps H264 128kbit AAC),"While you want your car to look good on the outside, how it connects with you as the driver is just as important. Here, forward visibility is open and clear. The digital meter and gauges are central in the line of sight, and all the controls are within easy reach.",0
Lexus The All New 2022 Lexus NX Walk Around (1080p 24fps H264 128kbit AAC),"When equipped with the available head-up display, touch sensors in the steering wheel display the controls in the head-up display so that I can easily operate features without looking at the steering wheel. It makes for intuitive operation that helps you concentrate on driving. Just as the cockpit area is built around the driver, the front passenger area is open and spacious.",0
Lexus The All New 2022 Lexus NX Walk Around (1080p 24fps H264 128kbit AAC),"The shape of the front seats make them easy to get into while giving lots of support, and there's plenty of headroom and legroom for both driver and passenger. The has been developed with the Driving Signature, a mission to deliver a new generation of vehicles that are more balanced, refined and confident than ever before.",0
Lexus The All New 2022 Lexus NX Walk Around (1080p 24fps H264 128kbit AAC),"To do this, places a heightened focus on things like chassis tuning, suspension, steering, and body rigidity, giving the driver high quality comfort and a high level of vehicle control for more connected, fun, and confident driving. To make the driving experience even more personal, the has powertrains to match a variety of needs and drivers. The NX250 has a naturally aspirated 2.5-liter four-cylinder gas engine that creates 203 horsepower.",0
Lexus The All New 2022 Lexus NX Walk Around (1080p 24fps H264 128kbit AAC),"Front-wheel drive is standard on the NX250 with a direct-shift eight-speed automatic transmission, and all-wheel drive is available. For drivers looking to maximize performance, the NX350 has a 2.4-liter turbocharged engine with 275 horsepower and 317 pound-feet of torque. A direct-shift 8-speed automatic transmission feeds a standard electronically controlled full-time all-wheel drive system that provides optimum performance for all kinds of driving conditions.",0
Lexus The All New 2022 Lexus NX Walk Around (1080p 24fps H264 128kbit AAC),The NX350H Hybrid provides great performance and fuel economy thanks to the Hybrid Drive System. It pairs an efficient 2.5-liter four-cylinder engine with two high-torque electric motor generators for great acceleration and passing performance. The system delivers 239 total horsepower.,0
Lexus The All New 2022 Lexus NX Walk Around (1080p 24fps H264 128kbit AAC),"The all-wheel drive system employs another electric motor to drive the rear wheels when needed for extra traction. Here is the NX450H Plus, the first plug-in hybrid electric vehicle from. It features a 2.5-liter inline four-cylinder engine, a high-capacity 18.1 kilowatt-hour lithium-ion battery, and electric motor.",0
Lexus The All New 2022 Lexus NX Walk Around (1080p 24fps H264 128kbit AAC),"You get 302 total system horsepower, which can push the from 0 to 60 in six seconds. That's the fastest there is. When fully charged, you can drive the NX450H Plus in electric-only mode up to an estimated 36 miles before the gas engine kicks in.",0
Lexus The All New 2022 Lexus NX Walk Around (1080p 24fps H264 128kbit AAC),"And at a Level 2 charge station, the available 6.6-kilowatt onboard charger charges the battery from empty to 100% in around 2.5 hours. The NX350 and NX450H Plus are also offered as F-Sport styles, with standard adaptive variable suspension, front and rear performance dampers, more aggressive exterior and interior styling, and a host of other upgrades. A vehicle flexible enough to adapt to your daily work or play is key, and that's where the really delivers.",0
Lexus The All New 2022 Lexus NX Walk Around (1080p 24fps H264 128kbit AAC),"You can get the hands-free power rear door with kick sensor on the, and it gives you access to all this great cargo space. The is also available with power folding rear seats that can be conveniently operated from the cargo area or the driver's seat through the front screen. This multi-mode cargo floor is flexible and sturdy, with great underfloor storage finished in plastic for wet or dirty items.",0
Lexus The All New 2022 Lexus NX Walk Around (1080p 24fps H264 128kbit AAC),"And the tonneau cover is easy to stow. Fun fact, the rear windows roll down all the way, and the rear seats recline, making it more comfortable for my friends riding back here. And it's available with heated rear seats.",0
Lexus The All New 2022 Lexus NX Walk Around (1080p 24fps H264 128kbit AAC),"Here's a first for the: panoramic moonroof for sky gazing or added airflow with just the push of a button. Hey Lisa, how you doing? Hey Eddie, I'm doing great.",0
Lexus The All New 2022 Lexus NX Walk Around (1080p 24fps H264 128kbit AAC),I got all my pickups done. I'm super excited for tonight. Do you need anything else from me?,0
Lexus The All New 2022 Lexus NX Walk Around (1080p 24fps H264 128kbit AAC),"Nope, I'm good. Just wrapped up at the market and I'm heading your way. Awesome.",0
Lexus The All New 2022 Lexus NX Walk Around (1080p 24fps H264 128kbit AAC),I'll see you tonight. See you tonight. Bye bye.,0
Lexus The All New 2022 Lexus NX Walk Around (1080p 24fps H264 128kbit AAC),Bye. Here's a first for both the and. This amazing multimedia system.,0
Lexus The All New 2022 Lexus NX Walk Around (1080p 24fps H264 128kbit AAC),"Interface is the fastest, most intuitive and responsive system I've ever had in a car. The standard 9.8-inch and available 14-inch touchscreens put intuitive technology at your fingertips. They both integrate automatic climate control functions and feature optically bonded, glare-reducing technology, like your smartphone.",0
Lexus The All New 2022 Lexus NX Walk Around (1080p 24fps H264 128kbit AAC),"The interface is controlled not just by touch, but through voice and sight as well. The available virtual assistant provides a natural and easy way to interact with your. It allows front seat occupants to control navigation, media, phone, and select vehicle settings like climate control through voice interactions that are more advanced and personalized than ever before.",0
Lexus The All New 2022 Lexus NX Walk Around (1080p 24fps H264 128kbit AAC),Check this out. Hey. What do you want to do?,0
Lexus The All New 2022 Lexus NX Walk Around (1080p 24fps H264 128kbit AAC),I'm warm. Setting the driver's seat temperature to 66. Feels like I'm having a normal conversation.,0
Lexus The All New 2022 Lexus NX Walk Around (1080p 24fps H264 128kbit AAC),"The vehicle understands whether it's me giving the command or a passenger. When it comes to music, there's a wide variety of available sources, including your streaming services, allowing you to stream not just from your phone, but from the system itself. And Interface now brings standard wireless Apple CarPlay and Android Auto capability with available wireless smartphone charging.",0
Lexus The All New 2022 Lexus NX Walk Around (1080p 24fps H264 128kbit AAC),"Speaking of phones, remember how I unlocked my when I put my hand on the door handle? I left my key at home. That was my phone.",0
Lexus The All New 2022 Lexus NX Walk Around (1080p 24fps H264 128kbit AAC),"I can lock and unlock and start and stop my from the app with the available digital key feature of Interface. Talk about connecting with your car, right? Oh, and one more great feature, digital latch.",0
Lexus The All New 2022 Lexus NX Walk Around (1080p 24fps H264 128kbit AAC),"All I have to do to open the door is touch this button. Then, safe exit assist scans to the rear of the, helping to prevent opening the door with approaching traffic. Pretty cool.",0
Lexus The All New 2022 Lexus NX Walk Around (1080p 24fps H264 128kbit AAC),"The available cloud-based navigation system allows for more accurate mapping, directions, and it's integrated with the Virtual Assistant. Hey, take me to the rooftop. is renowned for its suite of driver assistance and safety features, Safety System Plus.",0
Lexus The All New 2022 Lexus NX Walk Around (1080p 24fps H264 128kbit AAC),"The introduces the next generation of the system. Safety System Plus 3.0 with significant enhancements that provide additional driver assistance. These include new pre-collision system functions, intersection assistance, and dynamic radar cruise control with curve speed management.",0
Lexus The All New 2022 Lexus NX Walk Around (1080p 24fps H264 128kbit AAC),"An available vision package adds panoramic view monitor, lane change assist, and front cross traffic alert. That looks amazing. You look amazing.",0
Lexus The All New 2022 Lexus NX Walk Around (1080p 24fps H264 128kbit AAC),"This looks amazing. Good job, guys. Good to see you, man.",0
Lexus The All New 2022 Lexus NX Walk Around (1080p 24fps H264 128kbit AAC),"Yeah, you too, man. We gotta let the fun begin. With all the has to offer, you can see that how did I get here goes way beyond in my.",0
Lexus The All New 2022 Lexus NX Walk Around (1080p 24fps H264 128kbit AAC),"It really speaks to what the offers: innovative, useful tech, next generation luxury, sportiness and utility. Much like tonight's dinner, the is crafted to create an experience unlike any other.",0
Lexus The All New Lexus ES ¦ Feel Your Best Behind The Scenes ¦ Lexus Europe (1080p 25fps H264 128kbit AAC),"At Lexis, we're always looking to push the boundaries of our advertising just a little bit more. And when we launched the previous Lexis, we used advertising that was completely written by AI. And this time we asked ourselves, could we use artificial intelligence in a different way?",0
Lexus The All New Lexus ES ¦ Feel Your Best Behind The Scenes ¦ Lexus Europe (1080p 25fps H264 128kbit AAC),"So we looked at how we could use AI to make a dynamic piece of advertising that could respond to the way you feel in real time, and nothing like this had ever been done before, but you know we like a challenge. Audio visual stimulation plays a huge role in shaping and creating our emotional experiences. In this project we are using techniques from effective computing, audio alchemy, and color psychology to generate physiological and psychological responses in users.",0
Lexus The All New Lexus ES ¦ Feel Your Best Behind The Scenes ¦ Lexus Europe (1080p 25fps H264 128kbit AAC),"Using pioneering facial recognition software, we analyze the emotions of our users five times throughout the experience and then output different version of the film that matches the mood. Not only are we changing the visuals that the user is seeing throughout the experience, but we're also changing the soundtrack. In total, there are 3,000 possible combinations of content, creating an experience that is truly dynamic and personalized.",0
Lexus The All New Lexus ES ¦ Feel Your Best Behind The Scenes ¦ Lexus Europe (1080p 25fps H264 128kbit AAC),"The story of this film is quite simple. It's about a guy that finishes a day of work in his house, takes his and drives around the city. Everything works towards the final scene where we see a wide open and uplifting viewpoint that shows our driver looking at this incredible city panorama and feeling relaxed at the end of a day of work.",0
Lexus The All New Lexus ES ¦ Feel Your Best Behind The Scenes ¦ Lexus Europe (1080p 25fps H264 128kbit AAC),"This project was inspired by the, a car that uses various elements to create a feel-good factor for the driver. For example, the climate concierge that can adjust the temperature accordingly or even the way that the ride has been engineered to reduce eye fatigue. We felt a clever car required a clever piece of advertising and that's why the fit was perfect.",0
Lexus The All New Lexus NX ¦ World Premiere ¦ Lexus Europe (1080p 25fps H264 128kbit AAC),"To truly feel everything, we must live in the moment, allowing every sense to be a perfect note on your skin. See with your heart, with your mind, your soul. Because when every note is perfect, it's a symphony.",0
